,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
4219,CANDIDATE,364.08733,0.1702,14.09,372.0,0.017474,1.1084399999999999,1.39,0.9149,89.95,211.0,0.47,198.0,8.8,5376.0,4.601,-0.42,0.727,0.769
4220,FALSE POSITIVE,21.5819776,0.036,13.734,47.6,0.006239,0.07171,0.91,0.1474,89.83,746.0,73.01,12.09,17.3,5601.0,4.144,-0.04,1.342,0.915
4221,CANDIDATE,5.75651958,0.247,2.309,65.3,0.0074659999999999995,3.6819300000000004,0.83,0.0647,89.24,1089.0,332.97,18.61,11.2,6208.0,4.454,-0.12,1.024,1.086
4222,CANDIDATE,91.95723,0.015,10.471,308.4,0.015948,0.70813,2.66,0.4127,89.99,497.0,14.41,68.15,12.3,5854.0,4.114,0.16,1.528,1.107
4223,CANDIDATE,7.51731745,0.256,2.484,170.7,0.011854,3.8882199999999996,1.19,0.074,89.35,861.0,129.74,22.65,10.7,5525.0,4.488,0.16,0.923,0.957
4224,FALSE POSITIVE,3.08723626,0.2516,2.615,101.9,0.00935,1.37015,1.2,0.0446,88.24,1451.0,1046.77,8.84,12.1,6418.0,4.395,0.07,1.171,1.241
4225,FALSE POSITIVE,0.5925629689999999,1.252,3.0869,1546.4,0.295765,0.13537000000000002,25.97,0.0133,22.94,1967.0,3520.7,1.359,100.4,5728.0,4.575,-0.32,0.804,0.896
4226,CANDIDATE,44.6966177,0.373,10.532,257.3,0.014812,0.2716,2.46,0.2558,89.3,637.0,38.95,30.6,15.3,5929.0,4.123,0.12,1.518,1.116
4227,CANDIDATE,8.5275894,0.311,2.959,112.5,0.00985,2.46569,1.28,0.0883,89.16,1049.0,286.1,21.16,10.4,6469.0,4.385,0.07,1.193,1.26
4228,CANDIDATE,3.07714195,0.983,3.571,34.2,0.0074129999999999995,0.01102,1.08,0.0435,56.21,1493.0,1175.0,1.767,9.9,6108.0,4.251,0.1,1.336,1.162
4229,CANDIDATE,3.83488354,0.242,2.026,243.0,0.014218999999999999,3.72674,1.2,0.0456,89.03,1003.0,239.15,14.26,10.9,5515.0,4.592,-0.26,0.775,0.868
4230,FALSE POSITIVE,31.97181,0.532,12.277,117.4,0.010165,0.09257,0.95,0.1939,88.22,521.0,17.43,17.1,11.1,5632.0,4.553999999999999,-0.04,0.853,0.952
4231,FALSE POSITIVE,5.81289843,0.499,3.979,76.3,0.008221,0.5273,0.93,0.0636,87.08,1102.0,348.61,9.8,9.5,6175.0,4.41,-0.2,1.041,1.013
4232,FALSE POSITIVE,6.44173995,0.3252,1.635,107.7,0.009609,10.858460000000001,1.41,0.0699,89.38,1175.0,451.14,28.8,10.5,6088.0,4.225,0.02,1.339,1.097
4233,FALSE POSITIVE,0.6311067220000001,0.194,0.9942,49.2,0.006393,5.34015,0.63,0.0135,87.69,1945.0,3367.19,4.83,17.6,5400.0,4.4430000000000005,-0.1,0.898,0.816
4234,FALSE POSITIVE,176.17377,0.2545,14.58,349.9,0.017169999999999998,0.45748,1.76,0.6208,89.95,323.0,2.57,90.9,8.2,5957.0,4.506,-0.08,0.937,1.026
4235,CONFIRMED,114.336052,0.529,14.077,239.8,0.014536000000000002,0.22411999999999999,2.09,0.4679,89.44,429.0,8.02,53.7,13.0,5802.0,4.218,0.14,1.316,1.044
4236,FALSE POSITIVE,0.63938062,1.377,1.2067,308.0,0.391944,0.19338,51.53,0.0155,31.26,2566.0,10289.98,1.611,97.5,6607.0,4.363,-0.1,1.204,1.224
4237,CANDIDATE,8.8233996,0.022,6.735,104.6,0.009255,0.2515,1.13,0.0793,89.88,929.0,176.13,10.12,13.3,5602.0,4.269,-0.14,1.121,0.852
4238,FALSE POSITIVE,0.566801045,0.628,1.7499,188.3,0.013226,0.5585399999999999,1.42,0.0129,72.73,2348.0,7209.06,2.117,34.9,6106.0,4.405,-0.52,0.982,0.893
4239,FALSE POSITIVE,0.992799002,1.3295,3.4878,1653.0,0.37150700000000003,0.06887,40.12,0.0199,29.79,1933.0,3302.31,1.531,97.8,6217.0,4.4719999999999995,-0.22,0.989,1.056
4240,CONFIRMED,1.5184181,0.561,2.842,196.8,0.013338,0.35882,1.85,0.0264,80.83,1926.0,3261.65,3.52,15.9,6302.0,4.2589999999999995,-0.18,1.269,1.063
4241,FALSE POSITIVE,0.96807117,0.53,1.677,104.8,0.009651999999999999,1.15905,0.72,0.0174,82.1,1487.0,1157.58,3.86,15.4,5367.0,4.638999999999999,-0.54,0.687,0.757
4242,FALSE POSITIVE,3.55661906,0.384,5.396,23.3,0.004492,0.15725,0.72,0.0446,85.33,1518.0,1254.47,4.72,11.4,6018.0,4.081,-0.42,1.458,0.934
4243,CANDIDATE,40.0691482,1.125,2.928,784.1,0.159185,0.29941,13.25,0.2125,87.81,458.0,10.42,29.4,10.5,5485.0,4.575,-0.38,0.762,0.796
4244,CANDIDATE,11.6933447,0.353,6.551,66.9,0.007556,0.29596,1.12,0.1067,88.43,950.0,192.95,12.88,12.7,6049.0,4.248,0.18,1.354,1.189
4245,FALSE POSITIVE,0.56256804,0.692,1.686,4.5,0.002073,0.49122,0.63,0.0166,69.95,5127.0,164220.08,2.018,11.8,9005.0,3.84,-0.38,2.773,1.941
4246,FALSE POSITIVE,8.79991878,1.6053,41.564,869.1,0.6294420000000001,0.00115,224.56,0.1063,16.62,1979.0,3624.62,1.676,236.1,8092.0,3.725,-0.04,3.267,2.068
4247,CANDIDATE,4.02745396,0.304,1.33,85.2,0.008577,12.86387,0.98,0.0494,89.22,1250.0,577.46,22.3,10.8,6174.0,4.398,-0.28,1.041,0.987
4248,CANDIDATE,4.96061094,0.058,2.864,20.4,0.004139,1.79961,0.59,0.0584,89.75,1272.0,618.99,13.278,12.5,6117.0,4.244,-0.04,1.298,1.079
4249,FALSE POSITIVE,349.03703,0.1215,4.76,777.0,0.025262,28.848,2.27,0.9363,89.95,231.0,0.67,571.0,11.6,5583.0,4.559,-0.14,0.824,0.899
4250,FALSE POSITIVE,177.8135,0.2043,9.76,417.7,0.018663,1.6029799999999998,1.83,0.6181,89.95,310.0,2.17,138.9,8.8,5822.0,4.529,-0.06,0.898,0.994
4251,CANDIDATE,1.4733245,0.197,1.406,124.0,0.010226,4.38825,1.03,0.0239,88.58,1576.0,1453.8,7.956,11.9,5751.0,4.431,-0.36,0.921,0.834
4252,CONFIRMED,101.952048,0.084,5.991,152.5,0.011344,4.09448,1.31,0.4322,89.96,428.0,7.92,131.03,10.3,6210.0,4.407,-0.18,1.054,1.028
4253,FALSE POSITIVE,2.41795911,0.145,2.727,100.5,0.009077,1.0135299999999998,0.53,0.0288,88.78,878.0,140.54,6.791,10.1,4623.0,4.718999999999999,-1.12,0.534,0.545
4254,FALSE POSITIVE,183.854867,0.4202,14.996,520.6,0.021294,0.37099,2.4,0.6522,89.95,345.0,3.36,87.2,10.8,6225.0,4.45,-0.12,1.031,1.091
4255,CANDIDATE,5.93218209,0.097,4.507,205.3,0.013028,0.56321,1.39,0.065,89.46,1000.0,235.68,10.16,14.9,5843.0,4.474,0.08,0.977,1.036
4256,CANDIDATE,96.384483,0.095,5.253,591.0,0.022095,5.91183,2.41,0.4268,89.96,400.0,6.03,142.7,10.4,5919.0,4.485,0.21,1.0,1.114
4257,CANDIDATE,6.05552018,0.19,2.818,134.6,0.010451,2.23603,0.92,0.063,89.33,844.0,119.89,16.3,9.8,5352.0,4.585,0.07,0.805,0.919
4258,CONFIRMED,12.4418003,0.043,3.572,78.4,0.007881,2.3525099999999997,0.57,0.0942,89.91,576.0,26.03,26.8,11.4,4926.0,4.6530000000000005,-0.36,0.662,0.727
4259,CANDIDATE,54.333582,0.823,10.545,152.0,0.012734,0.08027999999999999,1.7,0.2731,87.97,513.0,16.37,23.2,10.5,5500.0,4.228,0.14,1.221,0.92
4260,CANDIDATE,4.11754421,0.312,4.362,34.3,0.005429,0.37015,1.02,0.0527,87.42,1581.0,1477.06,6.92,22.1,6263.0,4.024,-0.18,1.726,1.147
4261,FALSE POSITIVE,293.60581,0.0927,11.07,165.3,0.011798000000000001,1.8648799999999999,1.37,0.9057,89.95,295.0,1.79,204.1,8.4,6167.0,4.444,0.07,1.064,1.149
4262,FALSE POSITIVE,2.78801663,0.796,17.354,14.0,0.003766,0.0037700000000000003,0.91,0.0465,46.53,2287.0,6451.74,1.157,21.8,7523.0,3.986,-0.06,2.206,1.719
4263,CONFIRMED,3.94660745,0.278,2.705,309.4,0.015962999999999998,1.5777299999999999,1.4,0.0471,88.54,981.0,218.91,10.91,12.7,5376.0,4.5760000000000005,-0.02,0.806,0.897
4264,FALSE POSITIVE,4.99473798,0.46,3.05,99.5,0.009222,1.08293,0.82,0.0554,87.66,917.0,167.06,11.26,17.5,5406.0,4.569,0.02,0.819,0.907
4265,CANDIDATE,122.749053,0.997,8.342,1041.2,0.057538,0.07764,6.13,0.4945,88.55,348.0,3.48,39.5,15.0,5619.0,4.488,0.44,0.976,1.069
4266,CANDIDATE,4.37992345,0.728,4.949,15.5,0.003875,0.10565,0.81,0.0575,81.19,1608.0,1579.65,4.75,13.9,6311.0,3.9930000000000003,-0.12,1.918,1.324
4267,FALSE POSITIVE,368.48518,0.5758,11.26,301.8,0.016523,1.27844,1.98,1.0031,89.95,283.0,1.52,209.0,13.7,6140.0,4.354,-0.24,1.096,0.989
4268,FALSE POSITIVE,169.894419,0.3241,2.525,178.7,0.01243,78.51961999999999,2.66,0.6421,89.95,492.0,13.85,493.0,6.3,6382.0,3.94,-0.22,1.961,1.222
4269,FALSE POSITIVE,26.190289,0.109,2.148,51.8,0.0066430000000000005,22.327379999999998,1.05,0.1847,89.93,793.0,93.35,93.2,9.3,6434.0,4.208,-0.08,1.441,1.224
4270,FALSE POSITIVE,203.511886,0.3979,3.671,167.1,0.012134,27.965320000000002,2.07,0.7567,89.95,442.0,9.02,394.0,9.3,6967.0,4.1930000000000005,-0.1,1.565,1.403
4271,CANDIDATE,3.70858595,0.115,1.94,305.4,0.015797,4.41258,1.33,0.0445,89.55,995.0,231.84,14.75,11.3,5420.0,4.596,-0.2,0.771,0.864
4272,CANDIDATE,9.4527721,0.746,3.817,197.3,0.013921000000000001,0.46734,1.3,0.0859,86.72,832.0,113.38,13.02,11.3,5973.0,4.547,-0.34,0.857,0.945
4273,CANDIDATE,4.3638313,0.39,1.457,194.1,0.012931999999999999,9.73279,1.08,0.0493,88.96,976.0,214.31,21.4,10.3,5623.0,4.596,-0.4,0.763,0.853
4274,CONFIRMED,6.18943952,0.334,2.3316,83.2,0.00829,3.5510800000000002,0.65,0.0584,89.01,783.0,88.79,19.3,26.8,5051.0,4.562,-0.36,0.721,0.692
4275,CANDIDATE,6.83006228,0.006,3.315,187.4,0.01252,1.6439599999999999,1.09,0.0675,89.98,882.0,142.95,15.95,12.1,5807.0,4.5760000000000005,-0.4,0.8,0.886
4276,CANDIDATE,17.1622587,1.201,4.668,312.2,0.218648,0.013609999999999999,22.42,0.1319,78.38,674.0,48.86,5.96,11.7,5729.0,4.5089999999999995,0.16,0.939,1.037
4277,CANDIDATE,5.19898615,0.428,2.359,136.8,0.010944,2.57461,1.04,0.0578,88.41,1035.0,271.21,15.44,11.5,6058.0,4.54,-0.4,0.867,0.95
4278,CONFIRMED,8.70179611,0.045,3.048,304.1,0.015641,2.711,1.37,0.0777,89.88,750.0,74.58,22.14,11.8,5295.0,4.548,-0.1,0.8,0.825
4279,CANDIDATE,14.74426,1.063,8.168,113.6,0.07515,0.00131,8.1,0.1182,64.5,784.0,89.04,2.47,11.9,6146.0,4.454,-0.22,0.987,1.006
4280,FALSE POSITIVE,0.933747395,0.541,4.798,30.9,0.005222999999999999,0.068,1.24,0.0195,68.3,2596.0,10738.05,1.463,26.7,5574.0,3.818,-0.16,2.174,1.134
4281,FALSE POSITIVE,58.873429,0.0,17.487,226470.0,0.444913,0.28031999999999996,76.18,0.3312,90.0,679.0,50.35,37.172,106.8,7078.0,4.192,-0.16,1.568,1.401
4282,FALSE POSITIVE,14.1166583,1.9614,9.12,449.3,0.976575,0.00406,238.66,0.1278,56.15,1205.0,497.8,3.5,5.9,6526.0,3.883,-0.1,2.238,1.398
4283,CANDIDATE,35.0175053,0.809,3.608,292.0,0.017393000000000002,1.47347,2.13,0.2026,88.99,617.0,34.32,45.7,12.8,5944.0,4.293,-0.32,1.123,0.905
4284,CONFIRMED,47.3128645,0.967,11.444,217.4,0.01813,0.00872,3.71,0.2788,84.51,658.0,44.26,10.11,17.6,5749.0,4.002,0.34,1.876,1.288
4285,FALSE POSITIVE,29.6990126,0.3636,1.849,93.3,0.009013,33.03669,1.93,0.2008,89.95,880.0,141.6,115.5,7.4,6382.0,3.94,-0.22,1.961,1.222
4286,CONFIRMED,6.1082945,0.63,3.493,61.1,0.007529000000000001,0.59239,1.06,0.0706,86.57,1267.0,608.39,10.53,10.8,6720.0,4.316,-0.14,1.289,1.261
4287,FALSE POSITIVE,119.72007,0.025,9.48,115.6,0.009797,1.22118,1.26,0.4844,89.99,410.0,6.67,97.4,9.0,5963.0,4.321000000000001,0.06,1.176,1.056
4288,FALSE POSITIVE,1.27839331,0.201,6.343,19.5,0.004117,0.050980000000000004,0.86,0.0276,82.96,2853.0,15656.19,1.639,15.2,7758.0,4.106,0.0,1.918,1.713
4289,CANDIDATE,7.545922037,0.625,4.0329,22.2,0.0045049999999999995,0.47536000000000006,0.68,0.0763,86.82,1084.0,326.67,11.268426,13.4,5788.0,4.178,0.12,1.376,1.039
4290,FALSE POSITIVE,0.58675746,1.183,1.508,143.8,0.194394,0.11621,19.91,0.0139,22.84,2157.0,5080.59,1.284,18.4,5942.0,4.506,-0.06,0.938,1.028
4291,CANDIDATE,22.599501,0.12,4.38,76.9,0.008084000000000001,2.2735,0.96,0.1577,89.83,734.0,68.48,39.4,2.9,6335.0,4.375,-0.3,1.087,1.017
4292,FALSE POSITIVE,373.74856,0.9735,28.18,797.8,0.035858999999999995,0.00626,4.45,1.0842,88.24,287.0,1.59,35.9,12.6,6343.0,4.4110000000000005,0.07,1.137,1.213
4294,CANDIDATE,7.28171395,0.956,1.723,111.6,0.013153999999999999,0.4597,2.59,0.0735,84.96,1086.0,329.68,10.88,14.4,4970.0,3.924,0.32,1.806,0.996
4295,FALSE POSITIVE,8.0386699,0.399,3.549,142.0,0.011063,1.22045,1.18,0.0801,88.58,926.0,173.92,16.09,11.6,6018.0,4.485,-0.04,0.975,1.058
4296,CANDIDATE,44.9851885,0.664,4.164,617.8,0.023975,2.49277,2.09,0.2323,89.41,433.0,8.34,64.4,12.7,5295.0,4.548,-0.1,0.8,0.825
4297,FALSE POSITIVE,6.67410577,0.927,3.645,160.9,0.014216,0.08374,1.62,0.0687,80.83,1022.0,257.38,5.82,12.6,5949.0,4.388999999999999,-0.16,1.041,0.968
4298,FALSE POSITIVE,374.92478,0.348,18.05,610.0,0.022168,0.4772,1.67,0.8955,89.95,171.0,0.2,152.5,6.0,4407.0,4.593,0.08,0.69,0.681
4299,CANDIDATE,5.89089509,0.282,2.402,267.7,0.015019,3.3284599999999998,1.54,0.065,89.12,985.0,223.02,18.28,11.7,5869.0,4.513,0.07,0.942,1.054
4300,CANDIDATE,4.13029832,0.041,2.461,325.3,0.016301,2.45435,1.44,0.048,89.82,995.0,231.52,13.03,8.7,5490.0,4.5569999999999995,-0.16,0.81,0.864
4301,FALSE POSITIVE,4.60690612,0.203,4.176,137.5,0.01066,0.52175,0.9,0.0511,88.61,950.0,192.38,8.37,13.3,5529.0,4.583,-0.3,0.775,0.839
4302,FALSE POSITIVE,1.50178705,0.359,2.936,86.7,0.008605,0.43888999999999995,0.93,0.0261,84.49,1617.0,1619.24,3.74,13.4,5964.0,4.471,0.0,0.987,1.049
4303,FALSE POSITIVE,0.49966496200000005,0.28,1.6123,34.3,0.005351,1.01108,0.5,0.0122,83.22,2056.0,4230.98,2.372,31.6,5570.0,4.561,0.07,0.855,0.971
4304,FALSE POSITIVE,17.4453935,1.254,6.39,501.7,0.27579000000000004,0.007909999999999999,32.01,0.1367,75.56,770.0,83.11,5.03,16.4,6260.0,4.433,-0.08,1.063,1.118
4305,CANDIDATE,201.325036,0.597,14.4,125.4,0.01067,0.30867,1.98,0.735,89.61,410.0,6.71,87.1,14.2,6120.0,4.093,0.16,1.699,1.306
4306,CANDIDATE,5.59346375,0.079,1.668,236.5,0.014041999999999999,10.51872,1.43,0.0617,89.83,1008.0,243.63,25.9,9.5,5874.0,4.498,-0.06,0.933,1.001
4307,CANDIDATE,3.44928111,0.534,1.424,237.0,0.01441,6.484030000000001,1.23,0.0426,88.08,966.0,206.55,15.98,9.7,5119.0,4.591,0.14,0.781,0.879
